"","RNAi.well","ORF","GeneID","public.name","gene.other.ids","Nonv","Vpep","Simmer"
"10003@H01","GHR-10003@H1","F43C1.2","WBGene00003401","mpk-1","F43C1.2, mpk-1, sur-1, CELE_F43C1.2","Emb/Ste","Vul, Egl","Emb/Ste, Vul, Egl"
"10003@H03","GHR-10003@H3","F23F1.8","WBGene00004504","rpt-4","F23F1.8, rpt-4, CELE_F23F1.8",NA,NA,NA
"10003@H05","GHR-10003@H5","F23F12.6","WBGene00004503","rpt-3","F23F12.6, rpt-3, CELE_F23F12.6",NA,NA,NA
"10003@H06","GHR-10003@H6","F31D4.3","WBGene00001431","fkb-6","F31D4.3, fkb-6, CELE_F31D4.3",NA,NA,NA
"10003@H07","GHR-10003@H7","F56F11.4","WBGene00018991",NA,"F56F11.4, CELE_F56F11.4",NA,NA,NA
"10003@H08","GHR-10003@H8","F12F6.7","WBGene00008722",NA,"F12F6.7, CELE_F12F6.7",NA,NA,NA
"10003@H09","GHR-10003@H9","F31E3.5","WBGene00001168","eef-1A.1","F31E3.5, eef-1A.1, eln-1, glp-3, eft-3, CELE_F31E3.5",NA,NA,NA
"10003@H10","GHR-10003@H10","T08D10.1","WBGene00011614","nfya-1","T08D10.1, nfya-1, tag-295, CELE_T08D10.1",NA,NA,NA
"10003@H11","GHR-10003@H11","W02C12.3","WBGene00020930","hlh-30","W02C12.3, hlh-30, CELE_W02C12.3",NA,NA,NA
"10007@A02","GHR-10007@A2","T03F1.11","WBGene00020192",NA,"T03F1.11, CELE_T03F1.11",NA,NA,NA
"10007@A03","GHR-10007@A3","ZK484.1","WBGene00022748","oaz-1","ZK484.1, oaz-1, CELE_ZK484.1",NA,NA,NA
"10007@A04","GHR-10007@A4","Y37D8A.19","WBGene00012557",NA,"Y37D8A.19, CELE_Y37D8A.19",NA,NA,NA
"10007@A05","GHR-10007@A5","F28C6.7","WBGene00004440","rpl-26","F28C6.7, rpl-26, CELE_F28C6.7",NA,NA,NA
"10007@A06","GHR-10007@A6","T19B4.4","WBGene00001039","dnj-21","T19B4.4, dnj-21, let-378, CELE_T19B4.4",NA,NA,NA
"10007@A07","GHR-10007@A7","F15E6.3","WBGene00017484",NA,"F15E6.3, CELE_F15E6.3",NA,NA,NA
"10007@A08","GHR-10007@A8","ZK652.4","WBGene00004449","rpl-35","ZK652.4, rpl-35, CELE_ZK652.4",NA,NA,NA
"10007@A09","GHR-10007@A9","F45F2.4","WBGene00001881","his-7","F45F2.4, his-7, CELE_F45F2.4",NA,NA,NA
"10007@A10","GHR-10007@A10","C26F1.4","WBGene00004499","rps-30","C26F1.4, rps-30, CELE_C26F1.4",NA,NA,NA
"10007@A11","GHR-10007@A11","C34B2.2","WBGene00016387","kbp-5","C34B2.2, kbp-5, CELE_C34B2.2",NA,NA,NA
"10007@B02","GHR-10007@B2","C24A3.2","WBGene00016033",NA,"C24A3.2, CELE_C24A3.2",NA,NA,NA
"10007@B04","GHR-10007@B4","F41E6.2","WBGene00001694","grd-5","F41E6.2, grd-5, CELE_F41E6.2",NA,NA,NA
"10007@B05","GHR-10007@B5","Y41C4A.6","WBGene00012753",NA,"Y41C4A.6, CELE_Y41C4A.6",NA,NA,NA
"10007@B06","GHR-10007@B6","F20A1.1","WBGene00017613",NA,"F20A1.1, CELE_F20A1.1",NA,NA,NA
"10007@B08","GHR-10007@B8","F10E7.7","WBGene00004447","rpl-33","F10E7.7, rpl-33, CELE_F10E7.7",NA,NA,NA
"10007@B09","GHR-10007@B9","H02I12.7","WBGene00001939","his-65","H02I12.7, his-65, CELE_H02I12.7",NA,NA,NA
"10007@B10","GHR-10007@B10","C27A2.2","WBGene00004434","rpl-22","C27A2.2, rpl-22, CELE_C27A2.2",NA,NA,NA
"10007@B11","GHR-10007@B11","Y116A8C.42","WBGene00004914","snr-1","Y116A8C.42, snr-1, CELE_Y116A8C.42",NA,NA,NA
"10007@C02","GHR-10007@C2","T01C3.2","WBGene00011319",NA,"T01C3.2, CELE_T01C3.2",NA,NA,NA
"10007@C03","GHR-10007@C3","K03H1.7","WBGene00010542",NA,"K03H1.7, CELE_K03H1.7",NA,NA,NA
"10007@C04","GHR-10007@C4","C50F4.7","WBGene00001911","his-37","C50F4.7, his-37, CELE_C50F4.7",NA,NA,NA
"10007@C06","GHR-10007@C6","R102.2","WBGene00011289",NA,"R102.2, CELE_R102.2",NA,NA,NA
"10007@C07","GHR-10007@C7","B0513.4","WBGene00007196",NA,"B0513.4, CELE_B0513.4",NA,NA,NA
"10007@C08","GHR-10007@C8","Y39A1A.24","WBGene00012660",NA,"Y39A1A.24, CELE_Y39A1A.24",NA,NA,NA
"10007@C09","GHR-10007@C9","H02I12.7","WBGene00001939","his-65","H02I12.7, his-65, CELE_H02I12.7",NA,NA,NA
"10007@C10","GHR-10007@C10","C53B7.4","WBGene00000210","asg-2","C53B7.4, asg-2, CELE_C53B7.4",NA,NA,NA
"10007@C11","GHR-10007@C11","E03D2.1","WBGene00003751","nlp-13","E03D2.1, nlp-13, CELE_E03D2.1",NA,NA,NA
"10007@D02","GHR-10007@D2","F41E7.4","WBGene00009620","fip-5","F41E7.4, fip-5, CELE_F41E7.4",NA,NA,NA
"10007@D03","GHR-10007@D3","F28F8.3","WBGene00003079","lsm-5","F28F8.3, lsm-5, CELE_F28F8.3",NA,NA,NA
"10007@D04","GHR-10007@D4","F22B3.1","WBGene00001938","his-64","F22B3.1, his-64, his 10, CELE_F22B3.1",NA,NA,NA
"10007@D05","GHR-10007@D5","R13A5.5","WBGene00000437","ceh-13","R13A5.5, ceh-13, CELE_R13A5.5","Emb, Pat","Unc","Emb, Pat, Unc"
"10007@D06","GHR-10007@D6","Y106G6H.3","WBGene00004444","rpl-30","Y106G6H.3, rpl-30, CELE_Y106G6H.3",NA,NA,NA
"10007@D07","GHR-10007@D7","M03E7.2","WBGene00019754",NA,"M03E7.2, CELE_M03E7.2",NA,NA,NA
"10007@D09","GHR-10007@D9","T10C6.12","WBGene00001877","his-3","T10C6.12, his-3, CELE_T10C6.12",NA,NA,NA
"10007@D10","GHR-10007@D10","K07A12.3","WBGene00000209","asg-1","K07A12.3, asg-1, CELE_K07A12.3",NA,NA,NA
"10007@D11","GHR-10007@D11","T05A7.4","WBGene00001976","hmg-11","T05A7.4, hmg-11, hmg-I-alpha, CELE_T05A7.4",NA,NA,NA
"10007@E01","GHR-10007@E1","C16E9.2","WBGene00015866",NA,"C16E9.2, CELE_C16E9.2",NA,NA,NA
"10007@E02","GHR-10007@E2","Y40B1B.8","WBGene00012740",NA,"Y40B1B.8, CELE_Y40B1B.8",NA,NA,NA
"10007@E03","GHR-10007@E3","C50F4.6","WBGene00001910",NA,"C50F4.6, CELE_C50F4.6",NA,NA,NA
"10007@E04","GHR-10007@E4","F45F2.3","WBGene00001879","his-5","F45F2.3, his-5, CELE_F45F2.3",NA,NA,NA
"10007@E05","GHR-10007@E5","Y43F8C.9","WBGene00012831",NA,"Y43F8C.9, CELE_Y43F8C.9",NA,NA,NA
"10007@E06","GHR-10007@E6","C50B8.1","WBGene00008224",NA,"C50B8.1, CELE_C50B8.1",NA,NA,NA
"10007@E10","GHR-10007@E10","T21C9.5","WBGene00003065","lpd-9","T21C9.5, lpd-9, CELE_T21C9.5",NA,NA,NA
"10007@E11","GHR-10007@E11","C25D7.3","WBGene00004747","sdc-3","C25D7.3, sdc-3, dpy-29, CELE_C25D7.3",NA,"Tra, Dpy, Egl","Tra, Dpy, Egl"
"10007@F01","GHR-10007@F1","F08B6.2","WBGene00001682","gpc-2","F08B6.2, gpc-2, CELE_F08B6.2","Emb",NA,"Emb"
"10007@F02","GHR-10007@F2","F16B4.5","WBGene00017507",NA,"F16B4.5, CELE_F16B4.5",NA,NA,NA
"10007@F03","GHR-10007@F3","ZK652.3","WBGene00044324","ufm-1","ZK652.3, ufm-1, tag-277, 3H949, CELE_ZK652.3",NA,NA,NA
"10007@F04","GHR-10007@F4","T10C6.14","WBGene00001875","his-1","T10C6.14, his-1, CELE_T10C6.14",NA,NA,NA
"10007@F06","GHR-10007@F6","H35N09.1","WBGene00019265",NA,"H35N09.1, CELE_H35N09.1",NA,NA,NA
"10007@F07","GHR-10007@F7","B0035.8","WBGene00001922","his-48","B0035.8, his-48, CELE_B0035.8",NA,NA,NA
"10007@F08","GHR-10007@F8","C34F11.6","WBGene00003442","msp-49","C34F11.6, msp-49, CELE_C34F11.6",NA,NA,NA
"10007@F09","GHR-10007@F9","ZK1251.6","WBGene00003463","msp-76","ZK1251.6, msp-76, CELE_ZK1251.6",NA,NA,NA
"10007@F10","GHR-10007@F10","Y18D10A.20","WBGene00003989","pfn-1","Y18D10A.20, pfn-1, CELE_Y18D10A.20",NA,NA,NA
"10007@F11","GHR-10007@F11","F27C1.4","WBGene00017854",NA,"F27C1.4, CELE_F27C1.4",NA,NA,NA
"10007@G01","GHR-10007@G1","F40G9.2","WBGene00018240","cox-17","F40G9.2, cox-17, CELE_F40G9.2",NA,NA,NA
"10007@G02","GHR-10007@G2","Y44A6D.2","WBGene00012853",NA,"Y44A6D.2, CELE_Y44A6D.2",NA,NA,NA
"10007@G03","GHR-10007@G3","F32B5.4","WBGene00017978",NA,"F32B5.4, CELE_F32B5.4",NA,NA,NA
"10007@G04","GHR-10007@G4","ZK593.7","WBGene00003081","lsm-7","ZK593.7, lsm-7, CELE_ZK593.7",NA,NA,NA
"10007@G06","GHR-10007@G6","C34D4.3","WBGene00016399",NA,"C34D4.3, CELE_C34D4.3",NA,NA,NA
"10007@G08","GHR-10007@G8","F32B6.6","WBGene00003464","msp-77","F32B6.6, msp-77, CELE_F32B6.6",NA,NA,NA
"10007@G09","GHR-10007@G9","ZK354.4","WBGene00003468","msp-113","ZK354.4, msp-113, CELE_ZK354.4",NA,NA,NA
"10007@G10","GHR-10007@G10","Y39E4A.1","WBGene00012711",NA,"Y39E4A.1, CELE_Y39E4A.1",NA,NA,NA
"10007@G11","GHR-10007@G11","C08B6.10","WBGene00007430",NA,"C08B6.10, CELE_C08B6.10",NA,NA,NA
"10007@H01","GHR-10007@H1","C06B8.8","WBGene00004452","rpl-38","C06B8.8, rpl-38, CELE_C06B8.8",NA,NA,NA
"10007@H02","GHR-10007@H2","ZK470.2","WBGene00022745",NA,"ZK470.2, CELE_ZK470.2",NA,NA,NA
"10007@H03","GHR-10007@H3","C07E3.10","WBGene00007420",NA,"C07E3.10, CELE_C07E3.10",NA,NA,NA
"10007@H04","GHR-10007@H4","T28F4.5","WBGene00012140",NA,"T28F4.5, CELE_T28F4.5",NA,NA,NA
"10007@H05","GHR-10007@H5","Y43F8B.9","WBGene00012819",NA,"Y43F8B.9, CELE_Y43F8B.9",NA,NA,NA
"10007@H06","GHR-10007@H6","F39B2.6","WBGene00004495","rps-26","F39B2.6, rps-26, CELE_F39B2.6",NA,NA,NA
"10007@H07","GHR-10007@H7","F59A2.5","WBGene00010305",NA,"F59A2.5, CELE_F59A2.5",NA,NA,NA
"10007@H08","GHR-10007@H8","F36H12.7","WBGene00003426","msp-19","F36H12.7, msp-19, CELE_F36H12.7",NA,NA,NA
"10007@H09","GHR-10007@H9","E03D2.2","WBGene00003747","nlp-9","E03D2.2, nlp-9, CELE_E03D2.2",NA,NA,NA
"10007@H10","GHR-10007@H10","C04F12.4","WBGene00004426","rpl-14","C04F12.4, rpl-14, CELE_C04F12.4",NA,NA,NA
"10007@H11","GHR-10007@H11","R08C7.3","WBGene00019947","htz-1","R08C7.3, htz-1, CELE_R08C7.3",NA,NA,NA
"10008@A01","GHR-10008@A1","W02D3.1","WBGene00020931","cytb-5.2","W02D3.1, cytb-5.2, CELE_W02D3.1",NA,NA,NA
"10008@A02","GHR-10008@A2","W09D6.4","WBGene00012357",NA,"W09D6.4, CELE_W09D6.4",NA,NA,NA
"10008@A03","GHR-10008@A3","F57A10.2","WBGene00010184",NA,"F57A10.2, CELE_F57A10.2",NA,NA,NA
"10008@A04","GHR-10008@A4","R10E11.2","WBGene00006911","vha-2","R10E11.2, vha-2, CELE_R10E11.2","Ste",NA,"Ste"
"10008@A05","GHR-10008@A5","C16C10.4","WBGene00007625",NA,"C16C10.4, CELE_C16C10.4",NA,NA,NA
"10008@A06","GHR-10008@A6","R10E11.8","WBGene00006910","vha-1","R10E11.8, vha-1, CELE_R10E11.8","Emb/Ste",NA,"Emb/Ste"
"10008@A07","GHR-10008@A7","F08G12.4","WBGene00006922","vhl-1","F08G12.4, vhl-1, CELE_F08G12.4",NA,NA,"Gro"
"10008@A08","GHR-10008@A8","C32E8.3","WBGene00016321","tppp-1","C32E8.3, tppp-1, CELE_C32E8.3",NA,NA,NA
"10008@A09","GHR-10008@A9","W02D9.10","WBGene00012216",NA,"W02D9.10, CELE_W02D9.10",NA,NA,NA
"10008@A10","GHR-10008@A10","T06G6.9","WBGene00006889","pfd-3","T06G6.9, pfd-3, vbp-1, CELE_T06G6.9",NA,NA,NA
"10008@A11","GHR-10008@A11","Y25C1A.6","WBGene00021293",NA,"Y25C1A.6, CELE_Y25C1A.6",NA,NA,NA
"10008@B01","GHR-10008@B1","F28C6.7","WBGene00004440","rpl-26","F28C6.7, rpl-26, CELE_F28C6.7",NA,NA,NA
"10008@B02","GHR-10008@B2","R05H5.3","WBGene00011038",NA,"R05H5.3, CELE_R05H5.3",NA,NA,NA
"10008@B03","GHR-10008@B3","R05D11.7","WBGene00011035","snrp-27","R05D11.7, snrp-27, CELE_R05D11.7",NA,NA,NA
"10008@B06","GHR-10008@B6","T28B8.1","WBGene00012113",NA,"T28B8.1, CELE_T28B8.1",NA,NA,NA
"10008@B07","GHR-10008@B7","Y37D8A.14","WBGene00012553","cco-2","Y37D8A.14, cco-2, CELE_Y37D8A.14",NA,NA,NA
"10008@B08","GHR-10008@B8","F57H12.1","WBGene00000183","arf-3","F57H12.1, arf-3, CELE_F57H12.1",NA,NA,NA
"10008@B09","GHR-10008@B9","F15D4.2","WBGene00008859",NA,"F15D4.2, CELE_F15D4.2",NA,NA,NA
"10008@B10","GHR-10008@B10","Y57G11C.13","WBGene00000192","arl-8","Y57G11C.13, arl-8, CELE_Y57G11C.13",NA,NA,NA
"10008@B11","GHR-10008@B11","C48B4.12","WBGene00008175",NA,"C48B4.12, CELE_C48B4.12",NA,NA,NA
"10008@C03","GHR-10008@C3","D1007.12","WBGene00004436","rpl-24.1","D1007.12, rpl-24.1, CELE_D1007.12",NA,NA,NA
"10008@C04","GHR-10008@C4","C16A3.5","WBGene00015810",NA,"C16A3.5, CELE_C16A3.5",NA,NA,NA
"10008@C05","GHR-10008@C5","ZK930.7","WBGene00014157",NA,"ZK930.7, CELE_ZK930.7",NA,NA,NA
"10008@C06","GHR-10008@C6","F08G2.4","WBGene00008576",NA,"F08G2.4, 2O123, CELE_F08G2.4",NA,NA,NA
"10008@C07","GHR-10008@C7","Y52B11A.8","WBGene00013127",NA,"Y52B11A.8, CELE_Y52B11A.8",NA,NA,NA
"10008@C08","GHR-10008@C8","Y37D8A.10","WBGene00012550","hpo-21","Y37D8A.10, hpo-21, CELE_Y37D8A.10",NA,NA,NA
"10008@C09","GHR-10008@C9","F54B11.6","WBGene00000262","bra-1","F54B11.6, bra-1, CELE_F54B11.6",NA,NA,NA
"10008@C10","GHR-10008@C10","F38C2.5","WBGene00009537","ccch-2","F38C2.5, ccch-2, CELE_F38C2.5",NA,NA,NA
"10008@D01","GHR-10008@D1","F19B2.5","WBGene00008944",NA,"F19B2.5, CELE_F19B2.5",NA,NA,NA
"10008@D02","GHR-10008@D2","C06A8.3","WBGene00015514",NA,"C06A8.3, CELE_C06A8.3",NA,NA,NA
"10008@D03","GHR-10008@D3","F40F4.3","WBGene00002253","lbp-1","F40F4.3, lbp-1, CELE_F40F4.3",NA,NA,NA
"10008@D04","GHR-10008@D4","F58F12.1","WBGene00019061",NA,"F58F12.1, phi-38, CELE_F58F12.1",NA,NA,NA
"10008@D05","GHR-10008@D5","F15B9.8","WBGene00008851",NA,"F15B9.8, CELE_F15B9.8",NA,NA,NA
"10008@D06","GHR-10008@D6","ZK512.8","WBGene00013987",NA,"ZK512.8, CELE_ZK512.8",NA,NA,NA
"10008@D07","GHR-10008@D7","F23F12.9","WBGene00017755","zip-8","F23F12.9, zip-8, CELE_F23F12.9",NA,NA,NA
"10008@D08","GHR-10008@D8","F25H2.11","WBGene00009122","tct-1","F25H2.11, tct-1, CELE_F25H2.11",NA,NA,NA
"10008@D10","GHR-10008@D10","B0432.2","WBGene00015184","djr-1.1","B0432.2, djr-1.1, CELE_B0432.2",NA,NA,NA
"10008@D11","GHR-10008@D11","F40F8.1","WBGene00009575",NA,"F40F8.1, CELE_F40F8.1",NA,NA,NA
"10008@E01","GHR-10008@E1","ZK742.5","WBGene00002256","lbp-4","ZK742.5, lbp-4, CELE_ZK742.5",NA,NA,NA
"10008@E02","GHR-10008@E2","Y54E5B.4","WBGene00006711","ubc-16","Y54E5B.4, ubc-16, CELE_Y54E5B.4",NA,NA,NA
"10008@E03","GHR-10008@E3","Y56A3A.21","WBGene00013238","trap-4","Y56A3A.21, trap-4, CELE_Y56A3A.21",NA,NA,NA
"10008@E04","GHR-10008@E4","H06I04.4","WBGene00006725","ubl-1","H06I04.4, ubl-1, CELE_H06I04.4",NA,NA,NA
"10008@E05","GHR-10008@E5","T08H10.3","WBGene00020370",NA,"T08H10.3, CELE_T08H10.3",NA,NA,NA
"10008@E06","GHR-10008@E6","ZK520.5","WBGene00000878","cyn-2","ZK520.5, cyn-2, cyp-2, CELE_ZK520.5",NA,NA,NA
"10008@E07","GHR-10008@E7","F46H5.2","WBGene00018518",NA,"F46H5.2, CELE_F46H5.2",NA,NA,NA
"10008@E08","GHR-10008@E8","Y62H9A.6","WBGene00013394",NA,"Y62H9A.6, CELE_Y62H9A.6",NA,NA,NA
"10008@E09","GHR-10008@E9","F54D10.1","WBGene00004821","skr-15","F54D10.1, skr-15, CELE_F54D10.1",NA,NA,NA
"10008@E10","GHR-10008@E10","F47B8.11","WBGene00006057","sss-2","F47B8.11, sss-2, CELE_F47B8.11",NA,NA,NA
"10008@E11","GHR-10008@E11","C52G5.2","WBGene00008260",NA,"C52G5.2, CELE_C52G5.2",NA,NA,NA
"10008@F01","GHR-10008@F1","F49H12.3","WBGene00018654",NA,"F49H12.3, CELE_F49H12.3",NA,NA,NA
"10008@F02","GHR-10008@F2","C16C10.11","WBGene00007630","har-1","C16C10.11, har-1, CELE_C16C10.11",NA,NA,NA
"10008@F03","GHR-10008@F3","F44G4.2","WBGene00009712",NA,"F44G4.2, 2J289, CELE_F44G4.2",NA,NA,NA
"10008@F04","GHR-10008@F4","Y48A6B.3","WBGene00012964",NA,"Y48A6B.3, CELE_Y48A6B.3",NA,NA,NA
"10008@F06","GHR-10008@F6","F25B4.9","WBGene00017772","clec-1","F25B4.9, clec-1, CELE_F25B4.9",NA,NA,NA
"10008@F07","GHR-10008@F7","R02F11.1","WBGene00019839",NA,"R02F11.1, CELE_R02F11.1",NA,NA,NA
"10008@F08","GHR-10008@F8","C09F12.1","WBGene00000522","clc-1","C09F12.1, clc-1, CELE_C09F12.1",NA,NA,NA
"10008@F09","GHR-10008@F9","F59E10.3","WBGene00010333","copz-1","F59E10.3, copz-1, CELE_F59E10.3",NA,NA,NA
"10008@F10","GHR-10008@F10","Y32F6B.3","WBGene00012532","crp-1","Y32F6B.3, crp-1, CELE_Y32F6B.3",NA,NA,NA
"10008@F11","GHR-10008@F11","D2096.2","WBGene00017070","praf-3","D2096.2, praf-3, CELE_D2096.2",NA,NA,NA
"10008@G01","GHR-10008@G1","F55D10.2","WBGene00004438","rpl-25.1","F55D10.2, rpl-25.1, CELE_F55D10.2",NA,NA,NA
"10008@G02","GHR-10008@G2","Y57G11C.16","WBGene00004487","rps-18","Y57G11C.16, rps-18, CELE_Y57G11C.16",NA,NA,NA
"10008@G03","GHR-10008@G3","T23F6.1","WBGene00011949",NA,"T23F6.1, CELE_T23F6.1",NA,NA,NA
"10008@G04","GHR-10008@G4","F40H6.1","WBGene00018253",NA,"F40H6.1, CELE_F40H6.1",NA,NA,NA
"10008@G05","GHR-10008@G5","C14C6.2","WBGene00015756",NA,"C14C6.2, CELE_C14C6.2",NA,NA,NA
"10008@G06","GHR-10008@G6","W09D10.3","WBGene00012361","mrpl-12","W09D10.3, mrpl-12, CELE_W09D10.3",NA,NA,NA
"10008@G07","GHR-10008@G7","C10H11.7","WBGene00015696",NA,"C10H11.7, CELE_C10H11.7",NA,NA,NA
"10008@G08","GHR-10008@G8","F02A9.3","WBGene00001386","far-2","F02A9.3, far-2, pes-3, CELE_F02A9.3",NA,NA,NA
"10008@G09","GHR-10008@G9","K08H2.6","WBGene00001995","hpl-1","K08H2.6, hpl-1, CELE_K08H2.6",NA,NA,NA
"10008@G10","GHR-10008@G10","C36B1.7","WBGene00007974","dhfr-1","C36B1.7, dhfr-1, CELE_C36B1.7",NA,NA,NA
"10008@G11","GHR-10008@G11","Y105C5B.13","WBGene00004816","skr-10","Y105C5B.13, skr-10, CELE_Y105C5B.13",NA,NA,NA
"10008@H01","GHR-10008@H1","F28C6.10","WBGene00009209",NA,"F28C6.10, CELE_F28C6.10",NA,NA,NA
"10008@H02","GHR-10008@H2","F40F11.1","WBGene00004480","rps-11","F40F11.1, rps-11, CELE_F40F11.1",NA,NA,NA
"10008@H03","GHR-10008@H3","ZK673.7","WBGene00006583","tnc-2","ZK673.7, tnc-2, CELE_ZK673.7",NA,NA,NA
"10008@H04","GHR-10008@H4","T04F8.8","WBGene00011446",NA,"T04F8.8, CELE_T04F8.8",NA,NA,NA
"10008@H05","GHR-10008@H5","F16H9.1","WBGene00004345","rgs-2","F16H9.1, rgs-2, CELE_F16H9.1",NA,NA,NA
"10008@H06","GHR-10008@H6","C48E7.1","WBGene00016749",NA,"C48E7.1, CELE_C48E7.1",NA,NA,NA
"10008@H07","GHR-10008@H7","F52H3.5","WBGene00009947",NA,"F52H3.5, CELE_F52H3.5",NA,NA,NA
"10008@H08","GHR-10008@H8","K08F4.3","WBGene00010678",NA,"K08F4.3, CELE_K08F4.3",NA,NA,NA
"10008@H09","GHR-10008@H9","T05A6.1","WBGene00000516","cki-1","T05A6.1, cki-1, CELE_T05A6.1",NA,NA,NA
"10008@H10","GHR-10008@H10","F54C4.1","WBGene00018793","mrpl-40","F54C4.1, mrpl-40, CELE_F54C4.1",NA,NA,NA
"10008@H11","GHR-10008@H11","C08B6.8","WBGene00007429",NA,"C08B6.8, CELE_C08B6.8",NA,NA,NA
"10009@A01","GHR-10009@A1","C28C12.2","WBGene00016178","mesp-1","C28C12.2, mesp-1, CELE_C28C12.2",NA,NA,NA
"10009@A02","GHR-10009@A2","T25G12.4","WBGene00004270","rab-6.2","T25G12.4, rab-6.2, CELE_T25G12.4",NA,NA,NA
"10009@A03","GHR-10009@A3","R107.7","WBGene00001749","gst-1","R107.7, gst-1, CELE_R107.7",NA,NA,NA
"10009@A04","GHR-10009@A4","C15C6.2","WBGene00007601",NA,"C15C6.2, CELE_C15C6.2",NA,NA,NA
"10009@A05","GHR-10009@A5","H06H21.3","WBGene00019162","eif-1.A","H06H21.3, eif-1.A, CELE_H06H21.3",NA,NA,NA
"10009@A07","GHR-10009@A7","C17H12.14","WBGene00006917","vha-8","C17H12.14, vha-8, pes-6, CELE_C17H12.14",NA,NA,NA
"10009@A09","GHR-10009@A9","W03F11.1","WBGene00021005",NA,"W03F11.1, CELE_W03F11.1",NA,NA,NA
"10009@A11","GHR-10009@A11","C47B2.5","WBGene00001234","eif-6","C47B2.5, eif-6, CELE_C47B2.5",NA,NA,NA
"10009@B01","GHR-10009@B1","C48B4.12","WBGene00008175",NA,"C48B4.12, CELE_C48B4.12",NA,NA,NA
"10009@B02","GHR-10009@B2","C48B6.3","WBGene00016741",NA,"C48B6.3, CELE_C48B6.3",NA,NA,NA
"10009@B03","GHR-10009@B3","T28D9.2","WBGene00004702","rsp-5","T28D9.2, rsp-5, srp-3, CeSC35-2, CELE_T28D9.2",NA,NA,NA
"10009@B04","GHR-10009@B4","C28H8.4","WBGene00016195",NA,"C28H8.4, CELE_C28H8.4",NA,NA,NA
"10009@B05","GHR-10009@B5","R151.3","WBGene00004417","rpl-6","R151.3, rpl-6, CELE_R151.3",NA,NA,NA
"10009@B06","GHR-10009@B6","F40A3.3","WBGene00018218",NA,"F40A3.3, CELE_F40A3.3",NA,NA,NA
"10009@B07","GHR-10009@B7","C54E4.2","WBGene00016918","test-1","C54E4.2, test-1, CELE_C54E4.2",NA,NA,NA
"10009@B09","GHR-10009@B9","ZC53.7","WBGene00004352","rgs-9","ZC53.7, rgs-9, CELE_ZC53.7",NA,NA,NA
"10009@B10","GHR-10009@B10","F17A9.3","WBGene00017535","atf-8","F17A9.3, atf-8, CELE_F17A9.3",NA,NA,NA
"10009@B11","GHR-10009@B11","K05G3.3","WBGene00000281","cah-3","K05G3.3, cah-3, CELE_K05G3.3",NA,NA,NA
"10009@C01","GHR-10009@C1","ZC434.2","WBGene00004476","rps-7","ZC434.2, rps-7, CELE_ZC434.2",NA,NA,NA
"10009@C02","GHR-10009@C2","F11G11.2","WBGene00001755","gst-7","F11G11.2, gst-7, CELE_F11G11.2",NA,NA,NA
"10009@C03","GHR-10009@C3","Y48A6B.5","WBGene00012966","exos-1","Y48A6B.5, exos-1, CELE_Y48A6B.5",NA,NA,NA
"10009@C04","GHR-10009@C4","F59B8.1","WBGene00010316",NA,"F59B8.1, CELE_F59B8.1",NA,NA,NA
"10009@C05","GHR-10009@C5","B0304.2","WBGene00015134",NA,"B0304.2, CELE_B0304.2",NA,NA,NA
"10009@C07","GHR-10009@C7","F45E4.2","WBGene00004046","plp-1","F45E4.2, plp-1, CELE_F45E4.2",NA,NA,NA
"10009@C08","GHR-10009@C8","D1054.2","WBGene00003923","pas-2","D1054.2, pas-2, tag-166, CELE_D1054.2",NA,NA,NA
"10009@C09","GHR-10009@C9","T03F6.1","WBGene00011398","qdpr-1","T03F6.1, qdpr-1, CELE_T03F6.1",NA,NA,NA
"10009@C10","GHR-10009@C10","ZK596.1","WBGene00014006",NA,"ZK596.1, CELE_ZK596.1",NA,NA,NA
"10009@C11","GHR-10009@C11","M142.4","WBGene00006873","vab-7","M142.4, vab-7, CELE_M142.4",NA,"Bmd, Unc","Bmd, Unc"
"10009@D01","GHR-10009@D1","F40G9.3","WBGene00006715","ubc-20","F40G9.3, ubc-20, CELE_F40G9.3",NA,NA,NA
"10009@D02","GHR-10009@D2","R02D5.1","WBGene00010976",NA,"R02D5.1, CELE_R02D5.1",NA,NA,NA
"10009@D03","GHR-10009@D3","C14F5.1","WBGene00015776","dct-1","C14F5.1, dct-1, CELE_C14F5.1",NA,NA,NA
"10009@D04","GHR-10009@D4","ZK39.3","WBGene00013928","clec-94","ZK39.3, clec-94, CELE_ZK39.3",NA,NA,NA
"10009@D05","GHR-10009@D5","F25B4.4","WBGene00017767",NA,"F25B4.4, CELE_F25B4.4",NA,NA,NA
"10009@D06","GHR-10009@D6","C01F6.5","WBGene00000120","aly-1","C01F6.5, aly-1, ref-1, CELE_C01F6.5",NA,NA,NA
"10009@D07","GHR-10009@D7","R07E5.2","WBGene00011110","prdx-3","R07E5.2, prdx-3, ceprx1, CELE_R07E5.2",NA,NA,NA
"10009@D09","GHR-10009@D9","K10G6.1","WBGene00003017","lin-31","K10G6.1, lin-31, K10G6.a, CELE_K10G6.1",NA,"Muv, Vul","Muv, Vul"
"10009@D11","GHR-10009@D11","C49G7.4","WBGene00016782","phat-3","C49G7.4, phat-3, CELE_C49G7.4",NA,NA,NA
"10009@E01","GHR-10009@E1","Y71H2B.6","WBGene00007019","mdt-19","Y71H2B.6, mdt-19, CELE_Y71H2B.6",NA,NA,NA
